Year,Visitor,Visitor_PTS,Home,Home_PTS,Winner
2017,Cleveland Cavaliers,116,Detroit Pistons,88.0,A
2017,Portland Trail Blazers,100,Memphis Grizzlies,92.0,A
2017,Washington Wizards,99,Milwaukee Bucks,88.0,A
2017,Oklahoma City Thunder,107,New Orleans Pelicans,114.0,H
2017,Los Angeles Clippers,85,New York Knicks,107.0,H
2017,Indiana Pacers,105,Orlando Magic,97.0,A
2017,Utah Jazz,86,Philadelphia 76ers,107.0,H
2017,Denver Nuggets,114,Sacramento Kings,98.0,A
2017,Atlanta Hawks,85,San Antonio Spurs,96.0,H
2017,Chicago Bulls,94,Los Angeles Lakers,103.0,H
2017,Los Angeles Clippers,116,Atlanta Hawks,103.0,A
2017,Washington Wizards,124,Charlotte Hornets,129.0,H
2017,Brooklyn Nets,109,Cleveland Cavaliers,119.0,H
2017,Denver Nuggets,95,Houston Rockets,125.0,H
2017,Dallas Mavericks,95,Memphis Grizzlies,94.0,A
2017,Boston Celtics,98,Miami Heat,104.0,H
2017,Orlando Magic,118,Minnesota Timberwolves,124.0,H
2017,San Antonio Spurs,90,New Orleans Pelicans,107.0,H
2017,Toronto Raptors,100,New York Knicks,108.0,H
2017,Golden State Warriors,91,Oklahoma City Thunder,108.0,H
2017,Portland Trail Blazers,81,Philadelphia 76ers,101.0,H
2017,Milwaukee Bucks,113,Phoenix Suns,107.0,A
2017,Los Angeles Lakers,102,Sacramento Kings,113.0,H
2017,Chicago Bulls,80,Utah Jazz,110.0,H
2017,New York Knicks,104,Atlanta Hawks,116.0,H
2017,Orlando Magic,103,Boston Celtics,118.0,H
2017,Portland Trail Blazers,127,Brooklyn Nets,125.0,A
2017,Charlotte Hornets,99,Cleveland Cavaliers,100.0,H
2017,Memphis Grizzlies,92,Denver Nuggets,104.0,H
2017,Chicago Bulls,94,Golden State Warriors,143.0,H
2017,Toronto Raptors,104,Indiana Pacers,107.0,H
2017,Miami Heat,109,Minnesota Timberwolves,97.0,A
2017,Detroit Pistons,99,Oklahoma City Thunder,98.0,A
2017,New Orleans Pelicans,115,Phoenix Suns,91.0,A
2017,Toronto Raptors,112,Atlanta Hawks,78.0,A
2017,San Antonio Spurs,106,Charlotte Hornets,86.0,A
2017,Oklahoma City Thunder,81,Dallas Mavericks,97.0,H
2017,New Orleans Pelicans,95,Golden State Warriors,110.0,H
2017,New York Knicks,102,Houston Rockets,117.0,H
2017,Boston Celtics,108,Indiana Pacers,98.0,A
2017,Orlando Magic,111,Philadelphia 76ers,130.0,H
2017,Los Angeles Clippers,97,Sacramento Kings,95.0,A
2017,Milwaukee Bucks,108,Utah Jazz,121.0,H
2017,Portland Trail Blazers,108,Washington Wizards,105.0,A
2017,Miami Heat,100,Chicago Bulls,93.0,A
2017,Brooklyn Nets,98,Memphis Grizzlies,88.0,A
2017,Phoenix Suns,108,Minnesota Timberwolves,119.0,H
2017,Detroit Pistons,118,Boston Celtics,108.0,A
2017,Sacramento Kings,110,Golden State Warriors,106.0,A
2017,Brooklyn Nets,103,Houston Rockets,117.0,H
2017,Orlando Magic,109,Indiana Pacers,121.0,H
2017,Los Angeles Lakers,115,Los Angeles Clippers,120.0,H
2017,Portland Trail Blazers,103,New York Knicks,91.0,A
2017,Cleveland Cavaliers,113,Philadelphia 76ers,91.0,A
2017,Dallas Mavericks,108,San Antonio Spurs,115.0,H
2017,Phoenix Suns,104,Chicago Bulls,99.0,A
2017,Miami Heat,97,Cleveland Cavaliers,108.0,H
2017,Washington Wizards,92,Minnesota Timberwolves,89.0,A
2017,Milwaukee Bucks,112,Sacramento Kings,87.0,A
2017,Denver Nuggets,77,Utah Jazz,106.0,H
2017,Brooklyn Nets,109,Dallas Mavericks,104.0,A
2017,Phoenix Suns,107,Detroit Pistons,131.0,H
2017,Indiana Pacers,97,Houston Rockets,118.0,H
2017,Golden State Warriors,127,Los Angeles Lakers,123.0,A
2017,Minnesota Timberwolves,120,New Orleans Pelicans,102.0,A
2017,Miami Heat,86,New York Knicks,115.0,H
2017,Oklahoma City Thunder,108,Orlando Magic,121.0,H
2017,Washington Wizards,113,Philadelphia 76ers,118.0,H
2017,Memphis Grizzlies,95,San Antonio Spurs,104.0,H
2017,Charlotte Hornets,113,Toronto Raptors,126.0,H
2017,Cleveland Cavaliers,121,Atlanta Hawks,114.0,A
2017,Philadelphia 76ers,97,Boston Celtics,108.0,H
2017,Chicago Bulls,110,Denver Nuggets,111.0,H
2017,Utah Jazz,126,Los Angeles Clippers,107.0,A
2017,Milwaukee Bucks,103,Portland Trail Blazers,91.0,A
2017,Sacramento Kings,107,Chicago Bulls,106.0,A
2017,San Antonio Spurs,95,Memphis Grizzlies,79.0,A
2017,Charlotte Hornets,100,Miami Heat,105.0,H
2017,Minnesota Timberwolves,107,Oklahoma City Thunder,111.0,H
2017,Golden State Warriors,133,Orlando Magic,112.0,A
2017,Indiana Pacers,115,Toronto Raptors,120.0,H
2017,New Orleans Pelicans,108,Utah Jazz,114.0,H
2017,Detroit Pistons,91,Washington Wizards,109.0,H
2017,Phoenix Suns,111,Boston Celtics,116.0,H
2017,Atlanta Hawks,114,Brooklyn Nets,102.0,A
2017,Memphis Grizzlies,111,Cleveland Cavaliers,116.0,H
2017,Los Angeles Clippers,82,Dallas Mavericks,108.0,H
2017,Los Angeles Lakers,100,Denver Nuggets,115.0,H
2017,Sacramento Kings,104,Milwaukee Bucks,109.0,H
2017,Detroit Pistons,103,Philadelphia 76ers,108.0,H
2017,New Orleans Pelicans,123,Portland Trail Blazers,116.0,A
2017,Houston Rockets,118,Los Angeles Lakers,95.0,A
2017,Golden State Warriors,123,Miami Heat,95.0,A
2017,Los Angeles Clippers,106,Minnesota Timberwolves,112.0,H
2017,Orlando Magic,105,New York Knicks,100.0,A
2017,San Antonio Spurs,87,Oklahoma City Thunder,90.0,H
2017,Brooklyn Nets,110,Atlanta Hawks,90.0,A
2017,Milwaukee Bucks,100,Boston Celtics,111.0,H
2017,Cleveland Cavaliers,113,Chicago Bulls,91.0,A
2017,Orlando Magic,94,Charlotte Hornets,104.0,H
2017,Denver Nuggets,105,Dallas Mavericks,122.0,H
2017,New York Knicks,97,Indiana Pacers,115.0,H
2017,Minnesota Timberwolves,92,Memphis Grizzlies,95.0,H
2017,Golden State Warriors,125,New Orleans Pelicans,115.0,A
2017,Phoenix Suns,115,Philadelphia 76ers,101.0,A
2017,Detroit Pistons,93,San Antonio Spurs,96.0,H
2017,Washington Wizards,69,Utah Jazz,116.0,H
2017,Utah Jazz,94,Oklahoma City Thunder,100.0,H
2017,Washington Wizards,106,Portland Trail Blazers,92.0,A
2017,Phoenix Suns,113,Toronto Raptors,126.0,H
2017,Dallas Mavericks,90,Boston Celtics,97.0,H
2017,Golden State Warriors,101,Charlotte Hornets,87.0,A
2017,Sacramento Kings,95,Cleveland Cavaliers,101.0,H
2017,Chicago Bulls,96,Indiana Pacers,98.0,H
2017,Minnesota Timberwolves,113,Los Angeles Clippers,107.0,A
2017,Detroit Pistons,100,Milwaukee Bucks,104.0,H
2017,Denver Nuggets,114,New Orleans Pelicans,123.0,H
2017,Memphis Grizzlies,88,New York Knicks,99.0,H
2017,Atlanta Hawks,106,Orlando Magic,110.0,H
2017,Miami Heat,105,San Antonio Spurs,117.0,H
2017,Oklahoma City Thunder,95,Brooklyn Nets,100.0,H
2017,Los Angeles Lakers,107,Philadelphia 76ers,104.0,A
2017,Washington Wizards,109,Phoenix Suns,99.0,A
2017,Houston Rockets,112,Utah Jazz,101.0,A
2017,Chicago Bulls,119,Charlotte Hornets,111.0,A
2017,Golden State Warriors,102,Detroit Pistons,98.0,A
2017,Cleveland Cavaliers,102,Indiana Pacers,106.0,H
2017,Toronto Raptors,116,Memphis Grizzlies,107.0,A
2017,Dallas Mavericks,102,Milwaukee Bucks,109.0,H
2017,Sacramento Kings,116,New Orleans Pelicans,109.0,A
2017,Denver Nuggets,103,Orlando Magic,89.0,A
2017,Boston Celtics,102,San Antonio Spurs,105.0,H
2017,Orlando Magic,110,Atlanta Hawks,117.0,H
2017,Miami Heat,101,Brooklyn Nets,89.0,A
2017,New York Knicks,102,Chicago Bulls,104.0,H
2017,Los Angeles Lakers,110,Charlotte Hornets,99.0,A
2017,Philadelphia 76ers,98,Cleveland Cavaliers,105.0,H
2017,Washington Wizards,112,Los Angeles Clippers,113.0,H
2017,Oklahoma City Thunder,102,Memphis Grizzlies,101.0,A
2017,Utah Jazz,100,Milwaukee Bucks,117.0,H
2017,San Antonio Spurs,104,Phoenix Suns,101.0,A
2017,Houston Rockets,124,Portland Trail Blazers,117.0,A
2017,Boston Celtics,91,Detroit Pistons,81.0,A
2017,Denver Nuggets,116,Indiana Pacers,126.0,H
2017,Dallas Mavericks,92,Minnesota Timberwolves,97.0,H
2017,Philadelphia 76ers,124,New Orleans Pelicans,131.0,H
2017,Atlanta Hawks,107,New York Knicks,111.0,H
2017,Toronto Raptors,102,Sacramento Kings,87.0,A
2017,Boston Celtics,85,Chicago Bulls,108.0,H
2017,Portland Trail Blazers,104,Golden State Warriors,111.0,H
2017,New Orleans Pelicans,123,Houston Rockets,130.0,H
2017,Toronto Raptors,91,Los Angeles Clippers,96.0,H
2017,Miami Heat,107,Memphis Grizzlies,82.0,A
2017,Charlotte Hornets,116,Oklahoma City Thunder,103.0,A
2017,Washington Wizards,98,Brooklyn Nets,103.0,H
2017,Atlanta Hawks,114,Cleveland Cavaliers,123.0,H
2017,San Antonio Spurs,89,Dallas Mavericks,95.0,H
2017,Denver Nuggets,103,Detroit Pistons,84.0,A
2017,Philadelphia 76ers,118,Minnesota Timberwolves,112.0,A
2017,Los Angeles Lakers,109,New York Knicks,113.0,H
2017,Phoenix Suns,92,Sacramento Kings,99.0,H
2017,Denver Nuggets,118,Boston Celtics,124.0,H
2017,Utah Jazz,100,Chicago Bulls,103.0,H
2017,Charlotte Hornets,96,Houston Rockets,108.0,H
2017,Oklahoma City Thunder,100,Indiana Pacers,95.0,A
2017,Portland Trail Blazers,102,Miami Heat,95.0,A
2017,Milwaukee Bucks,108,New Orleans Pelicans,115.0,H
2017,Los Angeles Clippers,106,Orlando Magic,95.0,A
2017,Toronto Raptors,115,Phoenix Suns,109.0,A
2017,Memphis Grizzlies,87,Washington Wizards,93.0,H
2017,Detroit Pistons,105,Atlanta Hawks,91.0,A
2017,New York Knicks,111,Brooklyn Nets,104.0,A
2017,Los Angeles Lakers,112,Cleveland Cavaliers,121.0,H
2017,Dallas Mavericks,97,Golden State Warriors,112.0,H
2017,Sacramento Kings,96,Minnesota Timberwolves,119.0,H
2017,Utah Jazz,107,Boston Celtics,95.0,A
2017,Miami Heat,104,Charlotte Hornets,98.0,A
2017,New Orleans Pelicans,111,Denver Nuggets,117.0,H
2017,San Antonio Spurs,109,Houston Rockets,124.0,H
2017,Detroit Pistons,104,Indiana Pacers,98.0,A
2017,Atlanta Hawks,94,Memphis Grizzlies,96.0,H
2017,Chicago Bulls,115,Milwaukee Bucks,109.0,A
2017,Portland Trail Blazers,95,Orlando Magic,88.0,A
2017,Oklahoma City Thunder,119,Philadelphia 76ers,117.0,A
2017,Brooklyn Nets,87,Toronto Raptors,120.0,H
2017,Los Angeles Clippers,91,Washington Wizards,100.0,H
2017,Portland Trail Blazers,93,Charlotte Hornets,91.0,A
2017,Utah Jazz,100,Cleveland Cavaliers,109.0,H
2017,Milwaukee Bucks,111,Houston Rockets,115.0,H
2017,Boston Celtics,102,Memphis Grizzlies,93.0,A
2017,Los Angeles Clippers,85,Miami Heat,90.0,H
2017,Phoenix Suns,108,Minnesota Timberwolves,106.0,A
2017,Oklahoma City Thunder,96,New York Knicks,111.0,H
2017,Dallas Mavericks,96,San Antonio Spurs,98.0,H
2017,Indiana Pacers,109,Brooklyn Nets,97.0,A
2017,Orlando Magic,110,Detroit Pistons,114.0,H
2017,Sacramento Kings,93,Toronto Raptors,108.0,H
2017,Cleveland Cavaliers,106,Washington Wizards,99.0,A
2017,Miami Heat,104,Atlanta Hawks,110.0,H
2017,Philadelphia 76ers,115,Chicago Bulls,117.0,H
2017,New York Knicks,91,Charlotte Hornets,109.0,H
2017,Phoenix Suns,97,Dallas Mavericks,91.0,A
2017,Utah Jazz,99,Houston Rockets,120.0,H
2017,Boston Celtics,112,Indiana Pacers,111.0,A
2017,Golden State Warriors,116,Los Angeles Lakers,114.0,A
2017,Portland Trail Blazers,107,Minnesota Timberwolves,108.0,H
2017,Denver Nuggets,94,Oklahoma City Thunder,95.0,H
2017,Los Angeles Clippers,91,San Antonio Spurs,109.0,H
2017,Cleveland Cavaliers,116,Milwaukee Bucks,119.0,H
2017,Sacramento Kings,101,Philadelphia 76ers,95.0,A
2017,New Orleans Pelicans,106,Washington Wizards,116.0,H
2017,Indiana Pacers,105,Atlanta Hawks,95.0,A
2017,Miami Heat,90,Boston Celtics,89.0,A
2017,Sacramento Kings,104,Brooklyn Nets,99.0,A
2017,Orlando Magic,94,Chicago Bulls,112.0,H
2017,Toronto Raptors,129,Charlotte Hornets,111.0,A
2017,Detroit Pistons,93,Dallas Mavericks,110.0,H
2017,Minnesota Timberwolves,112,Denver Nuggets,104.0,A
2017,Memphis Grizzlies,84,Golden State Warriors,97.0,H
2017,Los Angeles Lakers,122,Houston Rockets,116.0,A
2017,Phoenix Suns,95,Los Angeles Clippers,108.0,H
2017,Utah Jazz,79,Oklahoma City Thunder,107.0,H
2017,San Antonio Spurs,93,Portland Trail Blazers,91.0,A
2017,Chicago Bulls,112,Cleveland Cavaliers,115.0,H
2017,Boston Celtics,93,New York Knicks,102.0,H
2017,Toronto Raptors,114,Philadelphia 76ers,109.0,A
2017,Memphis Grizzlies,95,Phoenix Suns,97.0,H
2017,San Antonio Spurs,89,Utah Jazz,100.0,H
2017,Washington Wizards,84,Brooklyn Nets,119.0,H
2017,New York Knicks,101,Detroit Pistons,104.0,H
2017,Los Angeles Lakers,106,Golden State Warriors,113.0,H
2017,Los Angeles Clippers,128,Houston Rockets,118.0,A
2017,Dallas Mavericks,101,Miami Heat,113.0,H
2017,Charlotte Hornets,104,Milwaukee Bucks,109.0,H
2017,Atlanta Hawks,117,Oklahoma City Thunder,120.0,H
2017,New Orleans Pelicans,111,Orlando Magic,97.0,A
2017,Denver Nuggets,102,Portland Trail Blazers,85.0,A
2017,Dallas Mavericks,107,Atlanta Hawks,112.0,H
2017,Chicago Bulls,92,Boston Celtics,117.0,H
2017,Milwaukee Bucks,106,Charlotte Hornets,111.0,H
2017,Denver Nuggets,96,Golden State Warriors,81.0,A
2017,Brooklyn Nets,119,Indiana Pacers,123.0,H
2017,Portland Trail Blazers,95,Los Angeles Lakers,92.0,A
2017,Los Angeles Clippers,112,Memphis Grizzlies,115.0,H
2017,New Orleans Pelicans,109,Miami Heat,94.0,A
2017,Minnesota Timberwolves,115,Phoenix Suns,106.0,A
2017,San Antonio Spurs,108,Sacramento Kings,99.0,A
2017,Philadelphia 76ers,86,Toronto Raptors,102.0,H
2017,Oklahoma City Thunder,103,Utah Jazz,89.0,A
2017,Orlando Magic,103,Washington Wizards,130.0,H
2017,Washington Wizards,111,Boston Celtics,103.0,A
2017,Cleveland Cavaliers,92,Golden State Warriors,99.0,H
2017,Minnesota Timberwolves,121,Los Angeles Lakers,104.0,A
2017,Philadelphia 76ers,105,New York Knicks,98.0,A
2017,Houston Rockets,107,Oklahoma City Thunder,112.0,H
2017,Toronto Raptors,93,Dallas Mavericks,98.0,H
2017,Utah Jazz,83,Denver Nuggets,107.0,H
2017,Indiana Pacers,83,Detroit Pistons,107.0,H
2017,Sacramento Kings,95,Los Angeles Clippers,122.0,H
2017,Orlando Magic,89,Miami Heat,107.0,H
2017,Chicago Bulls,115,Milwaukee Bucks,106.0,A
2017,Memphis Grizzlies,97,Phoenix Suns,99.0,H
2017,Brooklyn Nets,97,San Antonio Spurs,109.0,H
2017,Washington Wizards,99,Atlanta Hawks,113.0,H
2017,New York Knicks,87,Chicago Bulls,92.0,H
2017,Boston Celtics,102,Charlotte Hornets,91.0,A
2017,Utah Jazz,101,Golden State Warriors,126.0,H
2017,Dallas Mavericks,98,Indiana Pacers,94.0,A
2017,Memphis Grizzlies,109,Los Angeles Lakers,99.0,A
2017,Denver Nuggets,125,Minnesota Timberwolves,128.0,H
2017,Brooklyn Nets,113,New Orleans Pelicans,128.0,H
2017,Toronto Raptors,107,Oklahoma City Thunder,124.0,H
2017,Cleveland Cavaliers,95,Sacramento Kings,109.0,H
2017,Houston Rockets,98,Boston Celtics,99.0,H
2017,Minnesota Timberwolves,96,Milwaukee Bucks,102.0,H
2017,Detroit Pistons,89,Orlando Magic,102.0,H
2017,Philadelphia 76ers,110,Portland Trail Blazers,114.0,H
2017,New York Knicks,107,San Antonio Spurs,119.0,H
2017,Indiana Pacers,107,Chicago Bulls,119.0,H
2017,Charlotte Hornets,111,Golden State Warriors,100.0,A
2017,Los Angeles Clippers,121,Los Angeles Lakers,106.0,A
2017,Brooklyn Nets,111,Miami Heat,87.0,A
2017,Dallas Mavericks,128,New Orleans Pelicans,120.0,A
2017,Milwaukee Bucks,97,Oklahoma City Thunder,95.0,A
2017,Phoenix Suns,111,Sacramento Kings,101.0,A
2017,Atlanta Hawks,98,Toronto Raptors,111.0,H
2017,Houston Rockets,103,Washington Wizards,121.0,H
2017,Portland Trail Blazers,89,Atlanta Hawks,104.0,H
2017,Philadelphia 76ers,107,Denver Nuggets,102.0,A
2017,San Antonio Spurs,79,Detroit Pistons,93.0,H
2017,Memphis Grizzlies,128,Golden State Warriors,141.0,H
2017,New York Knicks,105,New Orleans Pelicans,103.0,A
2017,Miami Heat,117,Orlando Magic,111.0,A
2017,Cleveland Cavaliers,101,Utah Jazz,104.0,H
2017,Brooklyn Nets,105,Boston Celtics,108.0,H
2017,Los Angeles Lakers,142,Houston Rockets,148.0,H
2017,Minnesota Timberwolves,107,Indiana Pacers,90.0,A
2017,Charlotte Hornets,98,Los Angeles Clippers,106.0,H
2017,Dallas Mavericks,116,Oklahoma City Thunder,113.0,A
2017,Philadelphia 76ers,123,Phoenix Suns,110.0,A
2017,Memphis Grizzlies,114,Sacramento Kings,96.0,A
2017,Chicago Bulls,110,Washington Wizards,114.0,H
2018,Orlando Magic,95,Brooklyn Nets,98.0,H
2018,Portland Trail Blazers,124,Chicago Bulls,120.0,A
2018,Los Angeles Lakers,96,Minnesota Timberwolves,114.0,H
2018,Milwaukee Bucks,127,Toronto Raptors,131.0,H
2018,Portland Trail Blazers,110,Cleveland Cavaliers,127.0,H
2018,Memphis Grizzlies,105,Los Angeles Clippers,113.0,H
2018,San Antonio Spurs,100,New York Knicks,91.0,A
2018,Atlanta Hawks,103,Phoenix Suns,104.0,H
2018,Charlotte Hornets,131,Sacramento Kings,111.0,A
2018,Cleveland Cavaliers,88,Boston Celtics,102.0,H
2018,Minnesota Timberwolves,97,Brooklyn Nets,98.0,H
2018,Toronto Raptors,124,Chicago Bulls,115.0,A
2018,Golden State Warriors,125,Dallas Mavericks,122.0,A
2018,Phoenix Suns,111,Denver Nuggets,134.0,H
2018,Oklahoma City Thunder,133,Los Angeles Lakers,96.0,A
2018,Detroit Pistons,104,Miami Heat,111.0,H
2018,Indiana Pacers,101,Milwaukee Bucks,122.0,H
2018,Houston Rockets,116,Orlando Magic,98.0,A
2018,San Antonio Spurs,106,Philadelphia 76ers,112.0,H
2018,New Orleans Pelicans,108,Utah Jazz,98.0,A
2018,New York Knicks,103,Washington Wizards,121.0,H
2018,Golden State Warriors,124,Houston Rockets,114.0,A
2018,Oklahoma City Thunder,127,Los Angeles Clippers,117.0,A
2018,Minnesota Timberwolves,84,Boston Celtics,91.0,H
2018,Chicago Bulls,127,Dallas Mavericks,124.0,A
2018,Utah Jazz,91,Denver Nuggets,99.0,H
2018,Charlotte Hornets,108,Los Angeles Lakers,94.0,A
2018,Washington Wizards,102,Memphis Grizzlies,100.0,A
2018,New York Knicks,103,Miami Heat,107.0,H
2018,Toronto Raptors,129,Milwaukee Bucks,110.0,A
2018,Detroit Pistons,78,Philadelphia 76ers,114.0,H
2018,Atlanta Hawks,89,Portland Trail Blazers,110.0,H
2018,Phoenix Suns,89,San Antonio Spurs,103.0,H
2018,Boston Celtics,87,Brooklyn Nets,85.0,A
2018,Houston Rockets,101,Detroit Pistons,108.0,H
2018,Chicago Bulls,86,Indiana Pacers,125.0,H
2018,Golden State Warriors,121,Los Angeles Clippers,105.0,A
2018,New Orleans Pelicans,98,Minnesota Timberwolves,116.0,H
2018,Cleveland Cavaliers,131,Orlando Magic,127.0,A
2018,Denver Nuggets,98,Sacramento Kings,106.0,H
2018,Milwaukee Bucks,110,Washington Wizards,103.0,A
2018,New York Knicks,100,Dallas Mavericks,96.0,A
2018,Atlanta Hawks,113,Los Angeles Lakers,132.0,H
2018,Utah Jazz,102,Miami Heat,103.0,H
2018,Oklahoma City Thunder,100,Phoenix Suns,114.0,H
2018,San Antonio Spurs,110,Portland Trail Blazers,111.0,H
2018,Toronto Raptors,114,Brooklyn Nets,113.0,A
2018,Houston Rockets,116,Chicago Bulls,107.0,A
2018,Denver Nuggets,114,Golden State Warriors,124.0,H
2018,Milwaukee Bucks,96,Indiana Pacers,109.0,H
2018,Atlanta Hawks,107,Los Angeles Clippers,108.0,H
2018,Cleveland Cavaliers,99,Minnesota Timberwolves,127.0,H
2018,Detroit Pistons,109,New Orleans Pelicans,112.0,H
2018,San Antonio Spurs,107,Sacramento Kings,100.0,A
2018,Orlando Magic,99,Dallas Mavericks,114.0,H
2018,Sacramento Kings,86,Los Angeles Lakers,99.0,H
2018,Portland Trail Blazers,117,Oklahoma City Thunder,106.0,A
2018,Miami Heat,90,Toronto Raptors,89.0,A
2018,Detroit Pistons,114,Brooklyn Nets,80.0,A
2018,Dallas Mavericks,115,Charlotte Hornets,111.0,A
2018,Atlanta Hawks,110,Denver Nuggets,97.0,A
2018,Los Angeles Clippers,125,Golden State Warriors,106.0,A
2018,Portland Trail Blazers,112,Houston Rockets,121.0,H
2018,Miami Heat,114,Indiana Pacers,106.0,A
2018,New Orleans Pelicans,102,Memphis Grizzlies,105.0,H
2018,Orlando Magic,103,Milwaukee Bucks,110.0,H
2018,Oklahoma City Thunder,88,Minnesota Timberwolves,104.0,H
2018,Chicago Bulls,122,New York Knicks,119.0,A
2018,Utah Jazz,107,Washington Wizards,104.0,A
2018,San Antonio Spurs,81,Los Angeles Lakers,93.0,H
2018,Boston Celtics,114,Philadelphia 76ers,103.0,A
2018,Los Angeles Clippers,121,Sacramento Kings,115.0,A
2018,Cleveland Cavaliers,99,Toronto Raptors,133.0,H
2018,Brooklyn Nets,110,Atlanta Hawks,105.0,A
2018,Utah Jazz,88,Charlotte Hornets,99.0,H
2018,Memphis Grizzlies,78,Denver Nuggets,87.0,H
2018,Cleveland Cavaliers,95,Indiana Pacers,97.0,H
2018,Golden State Warriors,108,Milwaukee Bucks,94.0,A
2018,New York Knicks,108,Minnesota Timberwolves,118.0,H
2018,Portland Trail Blazers,113,New Orleans Pelicans,119.0,H
2018,Houston Rockets,112,Phoenix Suns,95.0,A
2018,Orlando Magic,119,Washington Wizards,125.0,H
2018,Detroit Pistons,105,Chicago Bulls,107.0,H
2018,Oklahoma City Thunder,101,Charlotte Hornets,91.0,A
2018,Los Angeles Lakers,107,Dallas Mavericks,101.0,A
2018,Sacramento Kings,105,Los Angeles Clippers,126.0,H
2018,Denver Nuggets,80,San Antonio Spurs,112.0,H
2018,Golden State Warriors,127,Toronto Raptors,125.0,A
2018,Brooklyn Nets,113,Washington Wizards,119.0,H
2018,Milwaukee Bucks,79,Miami Heat,97.0,H
2018,Portland Trail Blazers,103,Minnesota Timberwolves,120.0,H
2018,New Orleans Pelicans,123,New York Knicks,118.0,A
2018,Indiana Pacers,120,Phoenix Suns,97.0,A
2018,San Antonio Spurs,99,Atlanta Hawks,102.0,H
2018,New York Knicks,119,Brooklyn Nets,104.0,A
2018,Miami Heat,111,Chicago Bulls,119.0,H
2018,Golden State Warriors,118,Cleveland Cavaliers,108.0,A
2018,Charlotte Hornets,118,Detroit Pistons,107.0,A
2018,Houston Rockets,102,Los Angeles Clippers,113.0,H
2018,Los Angeles Lakers,114,Memphis Grizzlies,123.0,H
2018,Sacramento Kings,88,Oklahoma City Thunder,95.0,H
2018,Toronto Raptors,111,Philadelphia 76ers,117.0,H
2018,Indiana Pacers,109,Utah Jazz,94.0,A
2018,Milwaukee Bucks,104,Washington Wizards,95.0,A
2018,New Orleans Pelicans,116,Boston Celtics,113.0,A
2018,Dallas Mavericks,102,Denver Nuggets,105.0,H
2018,Minnesota Timberwolves,102,Orlando Magic,108.0,H
2018,Phoenix Suns,111,Portland Trail Blazers,118.0,H
2018,New Orleans Pelicans,93,Atlanta Hawks,94.0,H
